Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Angle(rad),Data Set 1:Velocity(rad/s),Data Set 1:Acceleration(rad/s²),Data Set 2:Time(s),Data Set 2:Force(N),Data Set 2:Angle(rad),Data Set 2:Velocity(rad/s),Data Set 2:Acceleration(rad/s²),Data Set 3:Time(s),Data Set 3:Force(N),Data Set 3:Angle(rad),Data Set 3:Velocity(rad/s),Data Set 3:Acceleration(rad/s²),Data Set 4:Time(s),Data Set 4:Force(N),Data Set 4:Angle(rad),Data Set 4:Velocity(rad/s),Data Set 4:Acceleration(rad/s²),Data Set 5:Time(s),Data Set 5:Force(N),Data Set 5:Angle(rad),Data Set 5:Velocity(rad/s),Data Set 5:Acceleration(rad/s²),Data Set 6:Time(s),Data Set 6:Force(N),Data Set 6:Angle(rad),Data Set 6:Velocity(rad/s),Data Set 6:Acceleration(rad/s²),Data Set 7:Time(s),Data Set 7:Force(N),Data Set 7:Angle(rad),Data Set 7:Velocity(rad/s),Data Set 7:Acceleration(rad/s²),Data Set 8:Time(s),Data Set 8:Force(N),Data Set 8:Angle(rad),Data Set 8:Velocity(rad/s),Data Set 8:Acceleration(rad/s²),Data Set 9:Time(s),Data Set 9:Force(N),Data Set 9:Angle(rad),Data Set 9:Velocity(rad/s),Data Set 9:Acceleration(rad/s²),Data Set 10:Time(s),Data Set 10:Force(N),Data Set 10:Angle(rad),Data Set 10:Velocity(rad/s),Data Set 10:Acceleration(rad/s²)
0,0.18384709977544844,,,,0,0.14046381396474317,,,,0,0.096699973015347496,,,,0,0.11534717481117696,,,,0,0.096699973015347496,,,,0,0.10316941037308425,,,,0,0.096699973015347496,,,,0,0.078052771219518036,,,,0,0.096699973015347496,,,,0,0.096699973015347496,,,
0.02,0.17775821755640209,0,0,0,0.02,0.12181661216891371,0,0,0,0.02,0.096699973015347496,0,0,0,0.02,0.096699973015347496,0,0,0,0.02,0.078052771219518036,0.034906572558547046,0,0,0.02,0.096699973015347496,0,0.048481350775759789,5.1242094361601671,0.02,0.090611090796301141,0,0,2.6328066879613998,0.02,0.071963889000471681,0,0,0,0.02,0.090611090796301141,0,0,0,0.02,0.090611090796301141,0,0,7.4472741608319906
0.040000000000000001,0.17775821755640209,0,0,0,0.040000000000000001,0.12790549438796006,0,0,0,0.040000000000000001,0.096699973015347496,0,0,0,0.040000000000000001,0.10316941037308425,0,0,0,0.040000000000000001,0.071963889000471681,0.034906572558547046,0,0,0.040000000000000001,0.096699973015347496,0,0.13332371463333942,4.9760719754564571,0.040000000000000001,0.090611090796301141,0,0.03636101308181984,3.679869194298989,0.040000000000000001,0.071963889000471681,0,0,0,0.040000000000000001,0.090611090796301141,0,0,0,0.040000000000000001,0.096699973015347496,0,0.07272202616363968,14.268330874143748
0.059999999999999998,0.17775821755640209,0,0,0,0.059999999999999998,0.12790549438796006,0,0,0,0.059999999999999998,0.096699973015347496,0,0,0,0.059999999999999998,0.10316941037308425,0,0,0,0.059999999999999998,0.071963889000471681,0.034906572558547046,0,0,0.059999999999999998,0.096699973015347496,0,0.31997691512001458,2.4341678201996051,0.059999999999999998,0.090611090796301141,0,0.10181083662909556,4.9592381731037607,0.059999999999999998,0.071963889000471681,0,0,0,0.059999999999999998,0.090611090796301141,0,0,0,0.059999999999999998,0.096699973015347496,0,0.31997691512001464,24.584084955874857
0.080000000000000002,0.17775821755640209,0,0,0,0.080000000000000002,0.12790549438796006,0,0,0,0.080000000000000002,0.096699973015347496,0,0,0,0.080000000000000002,0.1092582925921306,0,0,0,0.080000000000000002,0.078052771219518036,0.034906572558547046,0,0,0.080000000000000002,0.096699973015347496,0.017453286279273523,0.31512878004243855,-3.3095255425397134,0.080000000000000002,0.084522208577254787,0,0.31512878004243855,2.952648932662592,0.080000000000000002,0.071963889000471681,0,0,0,0.080000000000000002,0.096699973015347496,0,0,0,0.080000000000000002,0.090611090796301141,0,1.0665897170667151,31.923622781649598
0.10000000000000001,0.17775821755640209,0,0,0,0.10000000000000001,0.12790549438796006,0,0,0,0.10000000000000001,0.096699973015347496,0,0,0,0.10000000000000001,0.10316941037308425,0,0,0,0.10000000000000001,0.071963889000471681,0.034906572558547046,0,0,0.10000000000000001,0.090611090796301141,0.017453286279273523,0.096962701551519551,-5.1545102803950167,0.10000000000000001,0.059405569423688576,0.017453286279273523,0.31512878004243861,-3.1007863933663025,0.10000000000000001,0.071963889000471681,0,0,0,0.10000000000000001,0.090611090796301141,0,0,0,0.10000000000000001,0.090611090796301141,0.034906572558547046,2.0846980833576709,16.140249695763362
0.12,0.17775821755640209,0,0,0,0.12,0.14046381396474317,0,0,0,0.12,0.096699973015347496,0,0,0,0.12,0.10316941037308425,0,0,0,0.12,0.071963889000471681,0.034906572558547046,0,0,0.12,0.090611090796301141,0.017453286279273523,0.024240675387879895,-2.9694827350152866,0.12,0.047227804985595867,0.017453286279273523,0.096962701551519578,-5.0568742267493878,0.12,0.071963889000471681,0,0,0,0.12,0.090611090796301141,0,0,0,0.12,0.034669485408812761,0.10471971767564114,2.0846980833576705,-16.369189407760008
0.14000000000000001,0.17775821755640209,0,0,0,0.14000000000000001,0.13399437660700642,0,0,0,0.14000000000000001,0.096699973015347496,0,0,0,0.14000000000000001,0.1092582925921306,0,0,0,0.14000000000000001,0.078052771219518036,0.034906572558547046,0,0,0.14000000000000001,0.090611090796301141,0.017453286279273523,0,-1.1446985599832169,0.14000000000000001,0.047227804985595867,0.017453286279273523,0.024240675387879888,-2.7270759811364882,0.14000000000000001,0.071963889000471681,0,0,0,0.14000000000000001,0.090611090796301141,0,0,0,0.14000000000000001,-0.039919321774505079,0.13962629023418818,1.0665897170667151,-32.623908959521678
0.16,0.17775821755640209,0,0,0,0.16,0.14046381396474317,0,0,0,0.16,0.096699973015347496,0,0,0,0.16,0.10316941037308425,0,0,0,0.16,0.084522208577254787,0.034906572558547046,0,0,0.16,0.090611090796301141,0.017453286279273523,0,-0.23567323293772113,0.16,0.040758367627859116,0.017453286279273523,0,1.6383499495336516e-16,0.16,0.071963889000471681,0,0,0,0.16,0.090611090796301141,0,0,0,0.16,-0.08368316272390075,0.13962629023418818,0.29088810465455867,-25.452709157273887
0.17999999999999999,0.17775821755640209,0,0,0,0.17999999999999999,0.14046381396474317,0,0,0,0.17999999999999999,0.096699973015347496,0,0,0,0.17999999999999999,0.10316941037308425,0,0,0,0.17999999999999999,0.084522208577254787,0.034906572558547046,0,0,0.17999999999999999,0.090611090796301141,0.017453286279273523,0,-0.033667604705388744,0.17999999999999999,0.047227804985595867,0.017453286279273523,0.024240675387879895,2.7270759811364882,0.17999999999999999,0.071963889000471681,0,0,0,0.17999999999999999,0.090611090796301141,0,0,0,0.17999999999999999,-0.089772044942947105,0.13962629023418818,0.024240675387879908,-13.938388348030932
0.20000000000000001,0.17775821755640209,0,0,0,0.20000000000000001,0.13399437660700642,0,0,0,0.20000000000000001,0.096699973015347496,0,0,0,0.20000000000000001,0.10316941037308425,0,0,0,0.20000000000000001,0.090611090796301141,0.034906572558547046,0,0,0.20000000000000001,0.096699973015347496,0.017453286279273523,0,0,0.20000000000000001,0.047227804985595867,0.017453286279273523,0.096962701551519578,5.016473101102922,0.20000000000000001,0.071963889000471681,0,0,0,0.20000000000000001,0.090611090796301141,0,0,0,0.20000000000000001,-0.08368316272390075,0.13962629023418818,-0.096962701551519481,-8.3832335716417905
0.22,0.17775821755640209,0,0,0,0.22,0.12790549438796006,0,0,0,0.22,0.096699973015347496,0,0,0,0.22,0.10316941037308425,0,0,0,0.22,0.090611090796301141,0.034906572558547046,0,0.033667604705388737,0.22,0.090611090796301141,0.017453286279273523,0,0,0.22,0.047227804985595867,0.017453286279273523,0.31512878004243866,2.828078795252654,0.22,0.071963889000471681,0,0,0,0.22,0.096699973015347496,0,0,0,0.22,-0.071124843147117645,0.13962629023418818,-0.31512878004243833,-3.6697689128873701
0.23999999999999999,0.18384709977544844,0,0,0,0.23999999999999999,0.14046381396474317,0,0,0,0.23999999999999999,0.096699973015347496,0,0,0,0.23999999999999999,0.096699973015347496,0,0,0,0.23999999999999999,0.090611090796301141,0.034906572558547046,0,0.23567323293772116,0.23999999999999999,0.096699973015347496,0.017453286279273523,0,0,0.23999999999999999,0.059405569423688576,0.034906572558547046,0.31512878004243855,-4.2084505881735916,0.23999999999999999,0.065875006781425327,0,0,0,0.23999999999999999,0.090611090796301141,0,0,0,0.23999999999999999,-0.058566523570334539,0.12217300395491468,-0.31512878004243822,2.9964168187795948
0.26000000000000001,0.18384709977544844,0,0,0,0.26000000000000001,0.14046381396474317,0,0,0,0.26000000000000001,0.096699973015347496,0,0,0,0.26000000000000001,0.096699973015347496,0,0,0,0.26000000000000001,0.084522208577254787,0.034906572558547046,0,1.1783661646886054,0.26000000000000001,0.090611090796301141,0.017453286279273523,0,0,0.26000000000000001,0.059405569423688576,0.034906572558547046,0.072722026163639694,-8.0465575245879037,0.26000000000000001,0.059405569423688576,0,0,0,0.26000000000000001,0.090611090796301141,0,0,0,0.26000000000000001,-0.058566523570334539,0.12217300395491468,-0.096962701551519481,5.0838083105136906
0.28000000000000003,0.18384709977544844,0,0,0,0.28000000000000003,0.14046381396474317,0,0,0,0.28000000000000003,0.096699973015347496,0,0,0,0.28000000000000003,0.10316941037308425,0,0,0,0.28000000000000003,0.090611090796301141,0.034906572558547046,0.024240675387879895,3.19842244701193,0.28000000000000003,0.090611090796301141,0.017453286279273523,0,0,0.28000000000000003,0.053316687204642221,0.034906572558547046,-0.072722026163639666,-8.0465575245879108,0.28000000000000003,0.059405569423688576,0,0,0,0.28000000000000003,0.090611090796301141,0,0,0,0.28000000000000003,-0.058566523570334539,0.12217300395491468,-0.024240675387879867,2.962749214074206
0.29999999999999999,0.1899359819944948,0,0,0,0.29999999999999999,0.14046381396474317,0,0,0,0.29999999999999999,0.096699973015347496,0,0,0,0.29999999999999999,0.096699973015347496,0,0,0,0.29999999999999999,0.078052771219518036,0.034906572558547046,0.096962701551519578,6.2285068704969175,0.29999999999999999,0.090611090796301141,0.017453286279273523,0,0.033667604705388744,0.29999999999999999,0.059405569423688576,0.034906572558547046,-0.31512878004243866,-4.2421181928789808,0.29999999999999999,0.059405569423688576,0,0,0,0.29999999999999999,0.090611090796301141,0,0,0,0.29999999999999999,-0.052477641351288185,0.12217300395491468,0,1.144698559983216
